No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,ymd
31266,2016,9,23,17,127.0,127.0,6.0,30.0,900.0,,25.5,1006.0,17.4,0.0,SE,2.0,Shunyi,2016-09-23
31290,2016,9,24,17,154.0,175.0,7.0,34.0,1100.0,,26.325,1005.0,18.2,0.0,SE,2.2,Shunyi,2016-09-24
31314,2016,9,25,17,132.0,132.0,5.0,39.0,1900.0,,24.975,1010.0,18.5,0.0,NE,1.4,Shunyi,2016-09-25
31338,2016,9,26,17,52.0,52.0,4.0,24.0,800.0,81.0,21.625,1008.5,17.9,0.0,NE,1.1,Shunyi,2016-09-26
31362,2016,9,27,17,14.0,19.0,3.0,7.0,300.0,66.0,19.35,1019.0,1.7,0.0,NE,3.8,Shunyi,2016-09-27
31386,2016,9,28,17,3.0,30.0,2.0,13.0,200.0,64.0,20.9,1019.25,-0.7,0.0,NE,0.8,Shunyi,2016-09-28
31410,2016,9,29,17,61.0,72.0,9.0,41.0,400.0,107.0,20.2,1012.8,4.6,0.0,S,2.0,Shunyi,2016-09-29
31434,2016,9,30,17,126.0,150.0,16.0,64.0,800.0,151.0,22.7,1009.5,9.5,0.0,SSE,1.5,Shunyi,2016-09-30
31458,2016,10,1,17,154.0,154.0,,4.0,100.0,2.0,23.0,1010.0,9.4,0.0,SSE,1.3,Shunyi,2016-10-01
31482,2016,10,2,17,169.0,175.0,11.0,43.0,1100.0,162.0,23.6,1006.6,14.6,0.0,S,1.6,Shunyi,2016-10-02
31506,2016,10,3,17,94.0,137.0,6.0,28.0,700.0,174.0,26.8,1007.1,16.4,0.0,S,1.5,Shunyi,2016-10-03
31530,2016,10,4,17,56.0,56.0,3.0,42.0,1300.0,5.0,14.6,1010.4,13.8,0.5,NNE,0.9,Shunyi,2016-10-04
31554,2016,10,5,17,82.0,82.0,3.0,37.0,1100.0,61.0,19.0,1014.6,13.6,0.0,E,1.9,Shunyi,2016-10-05
31578,2016,10,6,17,88.0,96.0,11.0,54.0,1900.0,7.0,16.7,1021.4,11.6,0.0,E,1.9,Shunyi,2016-10-06
31602,2016,10,7,17,69.0,69.0,4.0,58.0,2000.0,2.0,14.0,1012.7,12.9,0.4,ESE,0.8,Shunyi,2016-10-07
31626,2016,10,8,17,,,,,,,16.6,1018.5,-6.5,0.0,NNW,2.6,Shunyi,2016-10-08
31650,2016,10,9,17,22.0,22.0,3.0,37.0,300.0,62.0,16.5,1016.8,-2.6,0.0,SSW,2.8,Shunyi,2016-10-09
31674,2016,10,10,17,124.0,129.0,21.0,102.0,1100.0,47.0,17.0,1011.7,7.3,0.0,SSE,1.3,Shunyi,2016-10-10
31698,2016,10,11,17,125.0,125.0,20.0,49.0,1600.0,86.0,17.1,1018.2,10.0,0.0,S,2.4,Shunyi,2016-10-11
31722,2016,10,12,17,83.0,83.0,12.0,47.0,900.0,82.0,16.7,1018.0,10.8,0.0,NNE,0.8,Shunyi,2016-10-12
31746,2016,10,13,17,,200.0,11.0,119.0,1400.0,77.0,19.8,1013.9,13.3,0.0,SSE,0.9,Shunyi,2016-10-13
31770,2016,10,14,17,343.0,343.0,11.0,102.0,1700.0,78.0,19.3,1016.5,14.5,0.0,NE,1.7,Shunyi,2016-10-14
31794,2016,10,15,17,150.0,150.0,8.0,79.0,1400.0,8.0,16.7,1017.6,12.4,0.0,SW,0.6,Shunyi,2016-10-15
31818,2016,10,16,17,104.0,104.0,3.0,55.0,700.0,62.0,18.6,1012.0,12.8,0.0,SSE,1.1,Shunyi,2016-10-16
31842,2016,10,17,17,46.0,62.0,3.0,34.0,500.0,119.0,19.5,1015.5,7.2,0.0,SSE,2.6,Shunyi,2016-10-17
31866,2016,10,18,17,129.0,140.0,27.0,68.0,2200.0,13.0,16.7,1014.3,13.6,0.0,SSE,1.3,Shunyi,2016-10-18
31890,2016,10,19,17,317.0,317.0,8.0,66.0,1900.0,75.0,18.7,1011.7,15.2,0.0,SSE,1.4,Shunyi,2016-10-19
31914,2016,10,20,17,39.0,104.0,7.0,68.0,1100.0,2.0,13.8,1018.3,6.9,0.0,NW,1.9,Shunyi,2016-10-20
31938,2016,10,21,17,51.0,51.0,7.0,37.0,700.0,14.0,10.3,1013.9,9.5,0.1,NNE,0.9,Shunyi,2016-10-21
31962,2016,10,22,17,10.0,10.0,2.0,14.0,300.0,51.0,12.6,1020.3,2.7,0.0,NE,2.8,Shunyi,2016-10-22
31986,2016,10,23,17,18.0,43.0,3.0,43.0,300.0,34.0,13.9,1017.2,-1.7,0.0,N,1.0,Shunyi,2016-10-23
32010,2016,10,24,17,102.0,125.0,4.0,74.0,1200.0,2.0,10.9,1011.1,7.4,0.0,SSE,1.7,Shunyi,2016-10-24
32034,2016,10,25,17,120.0,144.0,5.0,123.0,1200.0,10.0,16.775,1009.25,9.1,0.0,SW,1.9,Shunyi,2016-10-25
32058,2016,10,26,17,,,,,,,14.525,1021.0,4.9,0.0,SW,4.3,Shunyi,2016-10-26
32082,2016,10,27,17,25.0,25.0,2.0,41.0,700.0,12.0,8.0,1021.5,7.1,1.9,NE,1.0,Shunyi,2016-10-27
32106,2016,10,28,17,3.0,50.0,2.0,12.0,100.0,68.0,10.2,1026.8,-11.8,0.0,N,3.4,Shunyi,2016-10-28
32130,2016,10,29,17,26.0,63.0,7.0,46.0,400.0,45.0,10.8,1023.9,-6.1,0.0,SSW,2.8,Shunyi,2016-10-29
32154,2016,10,30,17,6.0,19.0,2.0,16.0,200.0,64.0,9.9,1023.7,-6.5,0.0,NW,2.9,Shunyi,2016-10-30
32178,2016,10,31,17,6.0,23.0,2.0,9.0,200.0,67.0,5.3,1031.8,-17.8,0.0,NW,3.5,Shunyi,2016-10-31
32202,2016,11,1,17,59.0,77.0,,60.0,600.0,37.0,6.0,1027.0,-8.3,0.0,W,0.7,Shunyi,2016-11-01
32226,2016,11,2,17,98.0,157.0,20.0,110.0,1200.0,16.0,10.8,1019.4,-2.3,0.0,SSW,2.2,Shunyi,2016-11-02
32250,2016,11,3,17,307.0,335.0,16.0,138.0,2600.0,7.0,9.0,1011.1,4.4,0.0,SSE,1.6,Shunyi,2016-11-03
32274,2016,11,4,17,264.0,264.0,3.0,121.0,3300.0,4.0,6.6,1003.0,5.2,0.0,S,2.0,Shunyi,2016-11-04
32298,2016,11,5,17,229.0,229.0,16.0,111.0,3200.0,24.0,11.5,1015.2,6.8,0.0,,0.1,Shunyi,2016-11-05
32322,2016,11,6,17,51.0,68.0,12.0,66.0,1100.0,30.0,8.5,1021.8,-3.4,0.0,SE,1.8,Shunyi,2016-11-06
32346,2016,11,7,17,6.0,11.0,2.0,13.0,100.0,53.0,10.1,1027.7,-7.6,0.0,NNW,3.2,Shunyi,2016-11-07
32370,2016,11,8,17,32.0,58.0,12.0,56.0,500.0,35.0,9.3,1028.6,-5.8,0.0,S,1.2,Shunyi,2016-11-08
32394,2016,11,9,17,184.0,194.0,34.0,105.0,2300.0,4.0,5.9,1022.5,0.6,0.0,N,0.9,Shunyi,2016-11-09
32418,2016,11,10,17,184.0,184.0,12.0,85.0,1400.0,6.0,8.6,1008.4,2.4,0.0,NE,1.2,Shunyi,2016-11-10
32442,2016,11,11,17,42.0,67.0,9.0,48.0,500.0,31.0,8.6,1009.6,-3.6,0.0,NNW,0.5,Shunyi,2016-11-11
32466,2016,11,12,17,84.0,105.0,14.0,62.0,1100.0,41.0,11.0,1016.0,-0.5,0.0,SSE,1.5,Shunyi,2016-11-12
32490,2016,11,13,17,150.0,286.0,38.0,83.0,3100.0,2.0,8.9,1011.0,5.1,0.0,SSW,0.4,Shunyi,2016-11-13
32514,2016,11,14,17,3.0,12.0,2.0,13.0,100.0,71.0,10.7,1020.3,-17.6,0.0,N,1.9,Shunyi,2016-11-14
32538,2016,11,15,17,47.0,90.0,27.0,78.0,1100.0,11.0,7.8,1019.5,-5.0,0.0,SE,0.6,Shunyi,2016-11-15
32562,2016,11,16,17,92.0,119.0,21.0,89.0,1200.0,20.0,9.2,1016.6,-0.2,0.0,SW,0.5,Shunyi,2016-11-16
32586,2016,11,17,17,162.0,215.0,63.0,89.0,3600.0,5.0,6.5,1018.1,-0.3,0.0,SSE,1.4,Shunyi,2016-11-17
32610,2016,11,18,17,219.0,260.0,15.0,93.0,3700.0,2.0,6.5,1009.3,5.6,0.0,NNE,0.8,Shunyi,2016-11-18
32634,2016,11,19,17,36.0,59.0,8.0,65.0,500.0,25.0,11.5,1015.9,-3.1,0.0,SE,1.0,Shunyi,2016-11-19
32658,2016,11,20,17,14.0,14.0,3.0,13.0,400.0,45.0,1.6,1020.9,0.7,0.0,NE,3.9,Shunyi,2016-11-20
32682,2016,11,21,17,4.0,6.0,2.0,7.0,200.0,70.0,-1.7,1031.0,-18.3,0.0,NW,5.3,Shunyi,2016-11-21
32706,2016,11,22,17,3.0,6.0,6.0,28.0,600.0,48.0,-1.7,1034.1,-16.6,0.0,WNW,2.6,Shunyi,2016-11-22
32730,2016,11,23,17,10.0,43.0,10.0,49.0,400.0,29.0,1.3,1028.5,-17.1,0.0,W,2.7,Shunyi,2016-11-23
32754,2016,11,24,17,77.0,105.0,24.0,95.0,1400.0,9.0,2.7,1022.2,-11.6,0.0,SSE,1.4,Shunyi,2016-11-24
32778,2016,11,25,17,120.0,156.0,27.0,110.0,1900.0,5.0,2.7,1020.1,-8.1,0.0,SSE,1.1,Shunyi,2016-11-25
32802,2016,11,26,17,248.0,443.0,38.0,150.0,2800.0,5.0,5.9,1015.3,-7.4,0.0,SSW,2.0,Shunyi,2016-11-26
32826,2016,11,27,17,8.0,8.0,3.0,13.0,100.0,71.0,4.7,1026.7,-13.7,0.0,NNE,1.6,Shunyi,2016-11-27
32850,2016,11,28,17,58.0,70.0,19.0,107.0,900.0,11.0,5.5,1027.1,-10.3,0.0,NE,1.7,Shunyi,2016-11-28
32874,2016,11,29,17,78.0,113.0,45.0,80.0,2300.0,3.0,4.1,1029.0,-3.0,0.0,ESE,0.8,Shunyi,2016-11-29
32898,2016,11,30,17,18.0,82.0,12.0,71.0,500.0,23.0,9.5,1018.4,-9.1,0.0,WNW,2.8,Shunyi,2016-11-30
32922,2016,12,1,17,5.0,12.0,5.0,15.0,200.0,70.0,6.2,1029.4,-11.9,0.0,ENE,1.4,Shunyi,2016-12-01
32946,2016,12,2,17,52.0,63.0,21.0,101.0,1000.0,12.0,7.2,1022.9,-8.0,0.0,NE,1.2,Shunyi,2016-12-02
32970,2016,12,3,17,308.0,376.0,47.0,164.0,3600.0,5.0,5.1,1014.8,-1.8,0.0,SE,1.0,Shunyi,2016-12-03
32994,2016,12,4,17,69.0,72.0,16.0,51.0,900.0,35.0,5.1,1012.8,-3.7,0.0,NNE,0.4,Shunyi,2016-12-04
33018,2016,12,5,17,6.0,6.0,2.0,19.0,200.0,60.0,3.5,1027.7,-19.3,0.0,NW,3.1,Shunyi,2016-12-05
33042,2016,12,6,17,109.0,161.0,28.0,141.0,2500.0,5.0,3.2,1015.0,-10.8,0.0,NNE,0.8,Shunyi,2016-12-06
33066,2016,12,7,17,102.0,133.0,24.0,100.0,1600.0,7.0,5.6,1019.6,-4.8,0.0,SW,2.3,Shunyi,2016-12-07
33090,2016,12,8,17,8.0,8.0,2.0,14.0,200.0,72.0,6.0,1015.8,-14.7,0.0,NW,4.3,Shunyi,2016-12-08
33114,2016,12,9,17,9.0,9.0,3.0,16.0,200.0,64.0,2.7,1025.0,-14.0,0.0,NNE,0.8,Shunyi,2016-12-09
33138,2016,12,10,17,16.0,35.0,12.0,90.0,600.0,14.0,2.3,1024.8,-13.5,0.0,WNW,1.0,Shunyi,2016-12-10
33162,2016,12,11,17,203.0,233.0,76.0,123.0,3300.0,6.0,2.1,1018.1,-4.9,0.0,E,1.5,Shunyi,2016-12-11
33186,2016,12,12,17,196.0,214.0,31.0,91.0,2500.0,15.0,4.5,1022.0,-2.6,0.0,SSE,2.1,Shunyi,2016-12-12
33210,2016,12,13,17,6.0,6.0,3.0,13.0,200.0,70.0,2.1,1027.5,-18.0,0.0,N,0.6,Shunyi,2016-12-13
33234,2016,12,14,17,13.0,20.0,8.0,57.0,500.0,29.0,1.3,1026.6,-16.6,0.0,SE,1.1,Shunyi,2016-12-14
33258,2016,12,15,17,7.0,16.0,2.0,15.0,100.0,71.0,3.5,1029.7,-20.8,0.0,NW,4.6,Shunyi,2016-12-15
33282,2016,12,16,17,78.0,99.0,25.0,115.0,1600.0,4.0,4.1,1019.0,-11.2,0.0,NNE,1.1,Shunyi,2016-12-16
33306,2016,12,17,17,266.0,280.0,50.0,137.0,3600.0,5.0,2.1,1018.7,-5.8,0.0,,0.1,Shunyi,2016-12-17
33330,2016,12,18,17,86.0,86.0,20.0,93.0,1300.0,8.0,3.2,1019.6,-5.7,0.0,,0.0,Shunyi,2016-12-18
33354,2016,12,19,17,73.0,81.0,26.0,97.0,1500.0,12.0,4.5,1020.8,-4.5,0.0,,0.2,Shunyi,2016-12-19
33378,2016,12,20,17,377.0,377.0,6.0,119.0,6400.0,3.0,-0.8,1025.6,-3.0,0.0,SSE,1.4,Shunyi,2016-12-20
33402,2016,12,21,17,418.0,418.0,20.0,175.0,7000.0,4.0,2.5,1020.6,-2.4,0.0,SW,0.1,Shunyi,2016-12-21
33426,2016,12,22,17,5.0,6.0,2.0,11.0,200.0,70.0,4.2,1018.8,-14.6,0.0,NNW,4.0,Shunyi,2016-12-22
33450,2016,12,23,17,11.0,15.0,6.0,34.0,500.0,56.0,1.5,1026.3,-13.4,0.0,ENE,0.6,Shunyi,2016-12-23
33474,2016,12,24,17,96.0,122.0,27.0,92.0,1800.0,7.0,0.3,1026.1,-8.7,0.0,NNE,1.0,Shunyi,2016-12-24
33498,2016,12,25,17,133.0,133.0,43.0,93.0,2200.0,4.0,0.4,1023.9,-6.0,0.0,NE,0.7,Shunyi,2016-12-25
33522,2016,12,26,17,6.0,10.0,3.0,15.0,400.0,73.0,0.9,1028.5,-20.2,0.0,NNE,2.1,Shunyi,2016-12-26
33546,2016,12,27,17,18.0,38.0,9.0,43.0,800.0,41.0,0.4,1029.2,-16.0,0.0,S,1.6,Shunyi,2016-12-27
33570,2016,12,28,17,12.0,23.0,7.0,2.0,,67.0,-0.1,1029.5,-17.4,0.0,NNW,1.4,Shunyi,2016-12-28
33594,2016,12,29,17,52.0,81.0,4.0,64.0,700.0,9.0,0.0,1029.0,-16.4,0.0,S,1.7,Shunyi,2016-12-29
33618,2016,12,30,17,222.0,253.0,33.0,128.0,3400.0,5.0,-1.0,1023.8,-11.5,0.0,ESE,0.7,Shunyi,2016-12-30
33642,2016,12,31,17,181.0,197.0,39.0,146.0,3000.0,5.0,0.3,1022.2,-9.4,0.0,SE,0.9,Shunyi,2016-12-31
24882,2016,1,1,17,191.0,208.0,23.0,137.0,3400.0,3.0,1.2,1017.0,-6.9,0.0,E,1.1,Tiantan,2016-01-01
24906,2016,1,2,17,254.0,254.0,19.0,156.0,4100.0,5.0,2.5,1014.7,-5.4,0.0,ENE,1.1,Tiantan,2016-01-02
24930,2016,1,3,17,217.0,217.0,14.0,80.0,1900.0,11.0,0.8,1018.2,-5.2,0.0,S,0.9,Tiantan,2016-01-03
24954,2016,1,4,17,12.0,17.0,8.0,36.0,500.0,52.0,0.8,1024.9,-17.5,0.0,NNW,3.0,Tiantan,2016-01-04
24978,2016,1,5,17,52.0,73.0,21.0,65.0,900.0,21.0,-0.5,1023.6,-16.4,0.0,WSW,2.2,Tiantan,2016-01-05
25002,2016,1,6,17,9.0,48.0,8.0,28.0,300.0,61.0,1.0,1026.3,-18.4,0.0,NW,4.7,Tiantan,2016-01-06
25026,2016,1,7,17,14.0,26.0,7.0,32.0,400.0,57.0,-0.7,1024.6,-17.9,0.0,WNW,4.1,Tiantan,2016-01-07
25050,2016,1,8,17,9.0,19.0,7.0,39.0,500.0,45.0,-0.7,1022.5,-17.0,0.0,E,1.4,Tiantan,2016-01-08
25074,2016,1,9,17,57.0,78.0,22.0,84.0,1200.0,18.0,2.6,1019.5,-15.5,0.0,SW,1.1,Tiantan,2016-01-09
25098,2016,1,10,17,56.0,77.0,31.0,67.0,1600.0,21.0,-0.9,1027.5,-15.9,0.0,ESE,1.6,Tiantan,2016-01-10
25122,2016,1,11,17,13.0,24.0,6.0,32.0,500.0,56.0,-3.6,1030.1,-22.8,0.0,NW,2.1,Tiantan,2016-01-11
25146,2016,1,12,17,6.0,32.0,7.0,36.0,500.0,54.0,-2.5,1024.9,-24.3,0.0,NW,4.1,Tiantan,2016-01-12
25170,2016,1,13,17,50.0,76.0,25.0,84.0,1300.0,17.0,1.3,1017.6,-24.2,0.0,WNW,3.8,Tiantan,2016-01-13
25194,2016,1,14,17,77.0,97.0,28.0,79.0,1600.0,34.0,2.7,1014.5,-20.0,0.0,WSW,1.1,Tiantan,2016-01-14
25218,2016,1,15,17,87.0,109.0,33.0,84.0,1500.0,32.0,2.2,1012.8,-17.4,0.0,SE,1.4,Tiantan,2016-01-15
25242,2016,1,16,17,134.0,156.0,44.0,78.0,2400.0,5.0,-2.8,1018.8,-11.1,0.0,S,1.3,Tiantan,2016-01-16
25266,2016,1,17,17,14.0,26.0,3.0,23.0,500.0,68.0,-5.4,1021.3,-22.4,0.0,NNW,3.2,Tiantan,2016-01-17
25290,2016,1,18,17,5.0,64.0,8.0,24.0,600.0,62.0,-6.5,1023.0,-24.3,0.0,NNW,5.0,Tiantan,2016-01-18
25314,2016,1,19,17,54.0,75.0,25.0,56.0,1200.0,41.0,-2.9,1026.2,-23.4,0.0,SW,2.1,Tiantan,2016-01-19
25338,2016,1,20,17,122.0,140.0,73.0,99.0,3200.0,4.0,-4.6,1028.8,-16.2,0.0,E,1.5,Tiantan,2016-01-20
25362,2016,1,21,17,152.0,171.0,38.0,82.0,1600.0,6.0,-4.4,1028.4,-9.6,0.0,E,1.4,Tiantan,2016-01-21
25386,2016,1,22,17,9.0,74.0,2.0,15.0,500.0,66.0,-11.1,1039.5,-31.4,0.0,NW,5.1,Tiantan,2016-01-22
25410,2016,1,23,17,6.0,81.0,3.0,11.0,600.0,66.0,-15.3,1039.7,-33.8,0.0,NNW,4.8,Tiantan,2016-01-23
25434,2016,1,24,17,10.0,50.0,10.0,36.0,300.0,49.0,-4.7,1032.2,-24.9,0.0,NNW,4.5,Tiantan,2016-01-24
25458,2016,1,25,17,72.0,93.0,36.0,71.0,1000.0,43.0,1.0,1022.9,-24.4,0.0,NW,3.2,Tiantan,2016-01-25
25482,2016,1,26,17,22.0,43.0,12.0,46.0,600.0,45.0,0.7,1023.0,-21.6,0.0,WNW,2.8,Tiantan,2016-01-26
25506,2016,1,27,17,120.0,125.0,49.0,68.0,1600.0,52.0,0.9,1022.1,-20.2,0.0,SSW,1.7,Tiantan,2016-01-27
25530,2016,1,28,17,68.0,68.0,27.0,74.0,1100.0,40.0,2.9,1024.9,-18.5,0.0,ENE,1.3,Tiantan,2016-01-28
25554,2016,1,29,17,44.0,60.0,31.0,48.0,1400.0,37.0,-3.4,1029.2,-19.3,0.0,SE,1.9,Tiantan,2016-01-29
25578,2016,1,30,17,45.0,51.0,23.0,69.0,1100.0,17.0,-2.7,1030.2,-21.0,0.0,WSW,2.4,Tiantan,2016-01-30
25602,2016,1,31,17,37.0,56.0,17.0,36.0,800.0,77.0,0.8,1030.9,-21.6,0.0,WNW,3.8,Tiantan,2016-01-31
25626,2016,2,1,17,6.0,40.0,6.0,26.0,400.0,74.0,2.5,1029.3,-19.5,0.0,WNW,3.8,Tiantan,2016-02-01
25650,2016,2,2,17,34.0,37.0,29.0,65.0,1000.0,46.0,4.4,1023.5,-20.9,0.0,WNW,2.2,Tiantan,2016-02-02
25674,2016,2,3,17,36.0,43.0,23.0,62.0,900.0,47.0,6.3,1022.0,-19.3,0.0,WSW,1.4,Tiantan,2016-02-03
25698,2016,2,4,17,14.0,38.0,5.0,36.0,500.0,66.0,2.8,1024.1,-18.6,0.0,E,1.8,Tiantan,2016-02-04
25722,2016,2,5,17,8.0,33.0,3.0,19.0,400.0,76.0,2.2,1025.2,-18.5,0.0,NW,5.4,Tiantan,2016-02-05
25746,2016,2,6,17,43.0,54.0,23.0,33.0,900.0,83.0,6.2,1022.1,-19.4,0.0,WNW,2.9,Tiantan,2016-02-06
25770,2016,2,7,17,25.0,53.0,13.0,24.0,400.0,82.0,7.2,1013.0,-17.8,0.0,WNW,3.5,Tiantan,2016-02-07
25794,2016,2,8,17,6.0,24.0,7.0,19.0,400.0,82.0,10.5,1011.2,-13.6,0.0,WNW,4.0,Tiantan,2016-02-08
25818,2016,2,9,17,65.0,81.0,17.0,22.0,1000.0,124.0,9.8,1015.3,-14.2,0.0,SSW,2.4,Tiantan,2016-02-09
25842,2016,2,10,17,115.0,127.0,70.0,73.0,3900.0,56.0,7.8,1011.8,-11.0,0.0,E,1.2,Tiantan,2016-02-10
25866,2016,2,11,17,143.0,143.0,25.0,78.0,2400.0,10.0,6.3,1011.5,1.2,0.0,SW,0.9,Tiantan,2016-02-11
25890,2016,2,12,17,170.0,170.0,5.0,74.0,2300.0,12.0,7.2,1010.2,3.4,0.6,ENE,1.6,Tiantan,2016-02-12
25914,2016,2,13,17,8.0,29.0,6.0,13.0,400.0,70.0,0.5,1022.8,-19.4,0.0,NNW,5.8,Tiantan,2016-02-13
25938,2016,2,14,17,7.0,10.0,4.0,13.0,400.0,80.0,-1.6,1026.6,-21.1,0.0,NW,4.7,Tiantan,2016-02-14
25962,2016,2,15,17,12.0,67.0,2.0,18.0,300.0,78.0,3.2,1019.0,-17.1,0.0,NW,3.8,Tiantan,2016-02-15
25986,2016,2,16,17,5.0,55.0,4.0,17.0,400.0,83.0,7.3,1017.7,-13.1,0.0,NW,6.0,Tiantan,2016-02-16
26010,2016,2,17,17,42.0,48.0,13.0,28.0,600.0,95.0,9.0,1013.6,-11.6,0.0,SW,2.6,Tiantan,2016-02-17
26034,2016,2,18,17,9.0,21.0,4.0,20.0,400.0,89.0,8.1,1015.9,-17.9,0.0,NW,4.5,Tiantan,2016-02-18
26058,2016,2,19,17,3.0,22.0,3.0,16.0,300.0,80.0,4.4,1025.9,-20.1,0.0,NNW,4.2,Tiantan,2016-02-19
26082,2016,2,20,17,13.0,17.0,7.0,13.0,400.0,92.0,3.2,1022.1,-21.8,0.0,NW,3.5,Tiantan,2016-02-20
26106,2016,2,21,17,81.0,130.0,23.0,38.0,800.0,69.0,5.0,1019.9,-10.0,0.0,SW,2.2,Tiantan,2016-02-21
26130,2016,2,22,17,4.0,45.0,2.0,17.0,300.0,85.0,6.3,1023.6,-20.2,0.0,NW,7.0,Tiantan,2016-02-22
26154,2016,2,23,17,9.0,19.0,2.0,18.0,300.0,80.0,1.6,1033.3,-23.9,0.0,NNE,2.8,Tiantan,2016-02-23
26178,2016,2,24,17,21.0,71.0,,23.0,300.0,80.0,5.7,1026.7,-19.0,0.0,NW,3.9,Tiantan,2016-02-24
26202,2016,2,25,17,38.0,62.0,10.0,30.0,700.0,80.0,6.8,1024.8,-16.6,0.0,WSW,3.3,Tiantan,2016-02-25
26226,2016,2,26,17,49.0,79.0,13.0,31.0,700.0,84.0,7.5,1015.7,-14.7,0.0,WSW,2.7,Tiantan,2016-02-26
26250,2016,2,27,17,22.0,29.0,8.0,21.0,400.0,85.0,7.2,1018.7,-11.6,0.0,SW,2.0,Tiantan,2016-02-27
26274,2016,2,28,17,13.0,53.0,3.0,16.0,300.0,81.0,2.8,1027.5,-23.9,0.0,N,5.7,Tiantan,2016-02-28
26298,2016,2,29,17,50.0,65.0,24.0,31.0,800.0,76.0,2.6,1025.8,-17.0,0.0,S,2.0,Tiantan,2016-02-29
26322,2016,3,1,17,109.0,110.0,27.0,67.0,1200.0,76.0,10.1,1015.6,-10.7,0.0,SSW,2.4,Tiantan,2016-03-01
26346,2016,3,2,17,91.0,91.0,18.0,50.0,900.0,120.0,17.9,1009.6,-6.8,0.0,SSW,1.9,Tiantan,2016-03-02
26370,2016,3,3,17,338.0,338.0,48.0,108.0,3300.0,70.0,13.3,1007.3,0.6,0.0,E,1.3,Tiantan,2016-03-03
26394,2016,3,4,17,293.0,293.0,57.0,122.0,3700.0,15.0,7.9,1013.6,-0.6,0.0,ENE,0.8,Tiantan,2016-03-04
26418,2016,3,5,17,54.0,231.0,2.0,22.0,400.0,81.0,11.1,1013.9,-16.4,0.0,NNW,3.9,Tiantan,2016-03-05
26442,2016,3,6,17,140.0,327.0,56.0,103.0,2100.0,24.0,10.1,1010.0,-8.6,0.0,ENE,1.1,Tiantan,2016-03-06
26466,2016,3,7,17,14.0,101.0,2.0,17.0,300.0,88.0,8.6,1018.6,-19.3,0.0,NW,6.1,Tiantan,2016-03-07
26490,2016,3,8,17,16.0,23.0,4.0,23.0,500.0,79.0,5.0,1024.5,-24.2,0.0,NNW,3.5,Tiantan,2016-03-08
26514,2016,3,9,17,7.0,22.0,2.0,17.0,400.0,80.0,4.6,1026.2,-23.4,0.0,WNW,5.0,Tiantan,2016-03-09
26538,2016,3,10,17,20.0,51.0,7.0,21.0,400.0,84.0,6.5,1022.6,-19.2,0.0,NW,5.5,Tiantan,2016-03-10
26562,2016,3,11,17,25.0,48.0,10.0,26.0,500.0,89.0,7.7,1015.9,-18.2,0.0,S,1.7,Tiantan,2016-03-11
26586,2016,3,12,17,115.0,127.0,56.0,75.0,1500.0,63.0,8.7,1011.3,-7.5,0.0,ESE,0.9,Tiantan,2016-03-12
26610,2016,3,13,17,7.0,22.0,2.0,20.0,300.0,98.0,12.1,1018.2,-16.5,0.0,WNW,4.0,Tiantan,2016-03-13
26634,2016,3,14,17,37.0,48.0,5.0,24.0,500.0,115.0,15.1,1014.7,-14.2,0.0,SSW,2.3,Tiantan,2016-03-14
26658,2016,3,15,17,164.0,213.0,70.0,67.0,1600.0,80.0,12.6,1010.8,-4.5,0.0,WSW,1.7,Tiantan,2016-03-15
26682,2016,3,16,17,250.0,250.0,57.0,38.0,1700.0,194.0,15.9,1010.2,0.4,0.0,SSW,2.1,Tiantan,2016-03-16
26706,2016,3,17,17,266.0,266.0,45.0,50.0,1600.0,170.0,16.8,1004.4,2.0,0.0,SSW,1.5,Tiantan,2016-03-17
26730,2016,3,18,17,60.0,60.0,6.0,41.0,500.0,111.0,20.6,1007.2,-8.8,0.0,ENE,2.4,Tiantan,2016-03-18
26754,2016,3,19,17,45.0,90.0,12.0,29.0,500.0,88.0,14.0,1016.8,-4.7,0.0,S,2.6,Tiantan,2016-03-19
26778,2016,3,20,17,47.0,60.0,7.0,46.0,600.0,98.0,18.3,1019.0,-8.0,0.0,SSW,2.0,Tiantan,2016-03-20
26802,2016,3,21,17,119.0,166.0,35.0,45.0,1000.0,157.0,18.4,1014.2,-2.0,0.0,SW,3.3,Tiantan,2016-03-21
26826,2016,3,22,17,61.0,136.0,24.0,41.0,1100.0,70.0,14.1,1017.4,-2.4,0.0,SW,3.5,Tiantan,2016-03-22
26850,2016,3,23,17,12.0,12.0,3.0,27.0,300.0,82.0,13.6,1025.2,-16.4,0.0,NE,2.4,Tiantan,2016-03-23
26874,2016,3,24,17,9.0,15.0,5.0,29.0,400.0,87.0,13.6,1023.7,-15.3,0.0,SSW,1.5,Tiantan,2016-03-24
26898,2016,3,25,17,17.0,17.0,4.0,27.0,400.0,94.0,14.2,1021.0,-13.0,0.0,E,1.6,Tiantan,2016-03-25
26922,2016,3,26,17,13.0,20.0,2.0,28.0,400.0,92.0,19.5,1016.5,-10.7,0.0,N,2.7,Tiantan,2016-03-26
26946,2016,3,27,17,7.0,36.0,2.0,18.0,300.0,116.0,21.3,1010.4,-14.4,0.0,SW,3.3,Tiantan,2016-03-27
